ABAJO	DOWN
la_tolerancia_por_defecto_es_la_del_wire	the_default_tolerance_is_the_wires
la_ultima_foto_al_salir_espera_su_turno	the_last_snapshot_on_exit_waits_its_turn
la_ventana_acepta_el_argv_del_relevo	the_window_accepts_the_handoffs_argv
la_ventana_del_modal_de_sumas_se_desplaza	the_checksums_modal_window_scrolls
la_ventana_guarda_un_favorito_con_el_nombre_sugerido	the_window_saves_a_favorite_with_the_suggested_name
la_ventana_muta_y_es_una_decision	the_window_mutates_and_it_is_a_decision
la_ventana_no_arrastra_un_provider_ni_el_core	the_window_does_not_drag_in_a_provider_nor_the_core
la_ventana_no_trae_nada_de_serie	the_window_brings_nothing_stock
la_ventana_quita_el_favorito_del_cursor	the_window_removes_the_favorite_under_the_cursor
la_version_del_sobre_tambien_deja_la_ventana_suelta	the_envelope_version_also_leaves_the_window_detached
la_webview_no_navega_a_ninguna_parte	the_webview_does_not_navigate_anywhere
la_zona_de_soltar_sale_del_cuarto_mas_cercano	the_drop_zone_comes_from_the_nearest_quarter
lado	side
lanzar	launch
lanzar_aprobacion	launch_approval
lanzar_borrado	launch_deleted
lanzar_busqueda	launch_search
lanzar_comparacion	launch_comparison
lanzar_deshacer	launch_undo
lanzar_disk_map	launch_disk_map
lanzar_escritor	launch_escritor
lanzar_lector	launch_reader
lanzar_plan_de_plantilla	launch_template_plan
lanzar_plan_de_sync	launch_sync_plan
lanzar_plan_ia	launch_plan_ia
lanzar_reintento	launch_retry
lanzar_rename	launch_rename
lanzar_secreto	launch_secret
lanzar_semantica	launch_semantic
lanzar_sumas	launch_checksums
lanzar_transferencia	launch_transfer
larga	long
largo	long
las_aprobaciones_hacen_cola_con_prioridad_sobre_colisiones	approvals_queue_with_priority_over_collisions
las_capacidades_son_las_minimas	the_capabilities_are_the_minimum
las_colisiones_hacen_cola_y_jamas_pisan_un_modal	collisions_queue_and_never_step_on_a_modal
las_colocaciones_ni_se_solapan_ni_se_salen	placements_neither_overlap_nor_spill_out
las_columnas_configuradas_llegan_en_orden	configured_columns_arrive_in_order
las_disposiciones_de_otros_perfiles_vuelven_intactas	other_profiles_layouts_come_back_intact
las_dos_versiones_de_esquema_van_del_brazo	the_two_schema_versions_go_arm_in_arm
las_filas_llevan_su_profundidad_y_lo_plegado_no_sale	rows_carry_their_depth_and_folded_ones_do_not_show
las_filas_marcan_el_actual_primero_y_la_rama_de_delante	rows_mark_the_current_first_and_the_branch_ahead
las_fixtures_largas_del_corpus_contra_s3_real	the_corpus_long_fixtures_against_real_s3
las_marcas_de_un_relevo_esperan_a_su_listado_y_solo_con_attach	a_handoffs_marks_wait_for_their_listing_and_only_with_attach
las_marcas_no_viajan	marks_do_not_travel
las_marcas_que_se_consumen_son_las_del_origen	the_marks_consumed_are_the_sources
las_marcas_se_consumen_al_enviar	marks_are_consumed_on_send
las_marcas_sobreviven_a_un_refresco	marks_survive_a_refresh
las_pestanas_se_abren_se_recorren_y_se_cierran	tabs_open_cycle_and_close
las_secciones_salen_en_el_orden_fijo	sections_come_out_in_fixed_order
las_teclas_de_un_dialogo_las_pone_el_preset	a_dialogs_keys_are_set_by_the_preset
las_teclas_llegan_como_bytes_de_terminal	keys_arrive_as_terminal_bytes
last_causa	last_cause
layout_places_esta_atado_en_los_siete_presets_y_en_las_dos_pantallas	layout_places_is_bound_in_all_seven_presets_and_both_screens
layout_preview_esta_atado_en_los_siete_presets_y_en_las_dos_pantallas	layout_preview_is_bound_in_all_seven_presets_and_both_screens
layout_roto	layout_broken
learn_registra_y_check_reconoce	learn_records_and_check_recognizes
lector	reader
lecturas_sin_scope_son_accionables	reads_without_scope_are_actionable
lee_la_forma_bsd	reads_the_bsd_form
lee_la_forma_escapada_de_coreutils	reads_the_escaped_coreutils_form
lee_las_dos_formas_de_sha256sum_y_tolera_crlf	reads_both_sha256sum_forms_and_tolerates_crlf
leer_sesion	leer_session
leida	read
leido	read
leidos	read
libre	free
limit_cero_es_error_en_las_dos_tools	limit_zero_is_an_error_in_both_tools
linea	line
linea_con_encoding	line_with_encoding
linea_de	line_of
linea_de_registro	log_line
linea_de_ruta	path_line
linea_de_tiempo	timeline
linea_de_timeline	timeline_line
linea_de_wire	wire_line
linea_enfocada	line_enfocada
linea_tiene_el_foco	the_line_has_focus
linea_wire	line_wire
lineas	lines
lineas_de_detalle	detail_lines
list_dir_y_stat_leen_bajo_scope	list_dir_and_stat_read_under_scope
lista	list
lista_equivocada_en_una_capa_es_error	wrong_list_in_a_layer_is_an_error
listado	listing
listado_con_slash_inyectado_corta	listing_with_injected_slash_cuts_off
listado_con_ufffd_corta	listing_with_ufffd_cuts_off
listado_de	listing_of
listado_del_lado	side_listing
listado_en	listing_in
listado_filtra_self_entry	listing_filters_self_entry
listado_key_fuera_de_prefijo_corta	listing_key_outside_prefix_cuts_off
listado_segmento_vacio_corta	listing_empty_segment_cuts_off
listado_usable	listing_usable
listados	listings
listados_antes	listings_before
listar_devuelve_los_toml_ordenados_y_sin_extension	listing_returns_the_tomls_sorted_and_without_extension
listar_el_dir_vigilado_no_dispara_refrescos	listing_the_watched_dir_does_not_trigger_refreshes
listar_inicial	list_inicial
listo	ready
llama	calls
llegaron	arrived
llego	arrived
lleva	carries
lo_aportado_no_se_cuela_delante_de_lo_de_serie	contributed_entries_do_not_cut_ahead_of_stock_ones
lo_copiado_vuelve_a_leerse_igual_para_todo_el_corpus_hostil	the_copy_reads_back_identical_for_the_whole_hostile_corpus
lo_creado_que_dejo_de_ser_un_fichero_no_se_abre	a_created_item_that_stopped_being_a_file_does_not_open
lo_elegido_en_el_menu_corre_y_el_menu_se_cierra_antes	the_menu_choice_runs_and_the_menu_closes_first
lo_leido_no_se_vuelve_a_pedir	what_was_read_is_not_requested_again
lo_que_el_arbol_no_menciona_se_tira	what_the_tree_does_not_mention_is_dropped
lo_que_ensena_sale_del_listado_y_no_de_una_peticion	what_it_shows_comes_from_the_listing_and_not_a_request
lo_que_no_llego_se_vuelve_a_mandar	what_did_not_arrive_is_sent_again
lo_recordado_en_la_sesion_gana_a_la_env_var	what_is_remembered_in_the_session_wins_over_the_env_var
lo_tecleado_mientras_el_shell_esta_ocupado_no_arrastra_un_cd	what_is_typed_while_the_shell_is_busy_does_not_drag_in_a_cd
load_ausente_es_vacio	load_ausente_es_empty
log_epoca	log_epoch
log_filas	log_rows
log_level_contesta	log_level_answers
log_remoto	log_remote
log_tail_no_soportado	log_tail_no_supported
log_visto	log_seen
los_acordes_con_modificador_siguen_su_camino	chords_with_a_modifier_go_their_own_way
los_ajustes_salen_enteros_en_el_idioma_del_host	settings_come_out_whole_in_the_hosts_language
los_atajos_con_control_no_se_los_queda	control_shortcuts_are_not_kept
los_atributos_se_ponen_y_se_quitan	attributes_are_set_and_unset
los_bits_de_clase_no_caben	the_class_bits_do_not_fit
los_bordes_del_pane_no_son_filas	the_panes_borders_are_not_rows
los_botones_de_disposicion_caen_en_el_borde_derecho	layout_buttons_fall_on_the_right_edge
los_botones_de_disposicion_y_de_pestana_se_pulsan	layout_and_tab_buttons_are_clickable
los_botones_de_la_barra_de_pestanas_se_pulsan	tab_bar_buttons_are_clickable
los_botones_de_la_ficha_disparan_el_comando_de_su_tecla	the_cards_buttons_fire_their_keys_command
los_cinco_ficheros_son_los_cinco_arboles	the_five_files_are_the_five_trees
los_cinco_parsean_a_lo_que_dicen_ser	all_five_parse_into_what_they_claim_to_be
los_cinco_presets_pintan_lo_que_dicen	the_five_presets_paint_what_they_say
los_comandos_de_perfil_existen_y_no_los_ata_ningun_preset	profile_commands_exist_and_no_preset_binds_them
los_comandos_no_salen_hasta_que_se_escribe	commands_do_not_show_until_typed
los_contextos_del_corpus_son_pantallas_que_la_tui_tiene	the_corpus_contexts_are_screens_the_tui_has
los_digitos_que_no_son_octales_se_rechazan	non_octal_digits_are_rejected
los_digitos_se_acumulan_y_sobreviven_a_una_secuencia	digits_accumulate_and_survive_a_sequence
los_dos_cargadores_denuncian_el_mismo_defecto	both_loaders_report_the_same_defect
los_dos_contadores_se_dicen_por_separado	the_two_counters_are_reported_separately
los_dos_idiomas_tienen_las_mismas_claves	both_languages_have_the_same_keys
los_esquemas_prohiben_la_lista_vacia_de_criteria	schemas_forbid_an_empty_criteria_list
los_flags_se_leen_como_en_el_tui	flags_are_read_the_same_as_in_the_tui
los_huecos_auxiliares_se_abren_y_se_cierran	auxiliary_slots_open_and_close
los_huerfanos_tienen_tope_y_se_purga_el_mas_antiguo	orphans_have_a_cap_and_the_oldest_is_purged
los_minimos_del_manifiesto_mandan_y_hay_respaldo	the_manifests_minimums_rule_and_there_is_a_fallback
los_nombres_de_dispositivo_de_windows_se_rechazan_en_todas_partes	windows_device_names_are_rejected_everywhere
los_paneles_de_un_borde_comparten_sitio_en_pestanas	panes_on_one_edge_share_room_as_tabs
los_paneles_de_un_borde_se_agrupan_con_su_tira	panes_on_one_edge_group_with_their_strip
los_paneles_de_un_mismo_borde_se_agrupan_en_pestanas	panes_on_the_same_edge_group_into_tabs
los_presets_de_fabrica_pasan_las_dos_reglas_nuevas	the_factory_presets_pass_both_new_rules
los_presets_ligan_las_operaciones_de_archivo	presets_bind_file_operations
los_rechazos_de_un_lote_se_dicen_una_sola_vez	a_batchs_rejections_are_reported_only_once
los_siete_presets_marcan_moviendose	all_seven_presets_mark_while_moving
los_tamanos_arrastrados_vuelven_al_abrir	dragged_sizes_come_back_on_open
los_tamanos_tienen_que_ser_tantos_como_hijos	sizes_must_be_as_many_as_children
los_topes_de_la_config_son_los_del_historial	the_configs_caps_are_the_historys
los_tres_cambios_de_una_extension_viajan_por_su_nombre	an_extensions_three_changes_travel_by_its_name
los_tres_caminos_dejan_las_unidades_pedidas	the_three_paths_leave_the_requested_units
los_tres_codigos_y_el_contador_acolchado	the_three_codes_and_the_padded_counter
los_tres_presets_de_fabrica_cargan_y_cubren_lo_basico	the_three_factory_presets_load_and_cover_the_basics
los_tres_veredictos	the_three_verdicts
lote	batch
lote_limpio	batch_clean
lote_no_cabe	batch_no_fits
lotes	batches
lua_de_esta_capa	lua_of_this_layer
lua_de_keymap_de_proyecto_se_descarta_con_aviso	project_keymap_lua_is_discarded_with_a_warning
lua_descartadas	lua_discarded
lua_invalido_sigue_siendo_error	invalid_lua_is_still_an_error
lua_prefijado_pasa_la_validacion_de_comandos	prefixed_lua_passes_command_validation
m_hostil	m_hostile
mal	bad
mandar_la_sesion_no_bloquea_el_bucle	sending_the_session_does_not_block_the_loop
mando	command
mapa	map
mapa_de	map_of
mapas	maps
mapas_pedidos	maps_pedidos
marca	mark
marca_los_ficheros	marks_the_files
marca_todo	mark_all
marcada	marked
marcado	marked
marcados	marked
marcar	mark
marcar_colocada	mark_placed
marcar_todo_invertir_y_por_patron	mark_all_invert_and_by_pattern
marcas	marks
marcas_a_restaurar	marks_to_restore
margen	margin
mark_pattern_modal_enmascara_el_patron_hostil_y_su_error	mark_pattern_modal_masks_the_hostile_pattern_and_its_error
mas	more
mayus_al_soltar_decide_copiar_o_mover	shift_on_drop_decides_copy_or_move
medida	measured
medio	middle
mejor_primero	mejor_first
mensaje	message
mensaje_contado	message_contado
mensaje_ticks	message_ticks
mensajes	messages
menu_de_referencia	reference_menu
menu_ultimo	menu_last
mide_el_reparto	measures_the_distribution
midiendo	measuring
migas_de	crumbs_of
miniatura	thumbnail
minimo	min
minimo_visible	min_visible
mod_es_ctrl_por_defecto	mod_is_ctrl_by_default
modal_de_aprobacion_enmascara_marca_y_no_oculta_el_destino	approval_modal_masks_the_mark_and_does_not_hide_the_destination
modal_de_confirmacion_sigue_la_reinterpretacion	confirmation_modal_follows_the_reinterpretation
modal_de_plan_ai_enmascara_y_no_oculta_el_destino	ai_plan_modal_masks_and_does_not_hide_the_destination
modal_semantic_enmascara_hits_hostiles	semantic_modal_masks_hostile_hits
modales	modals
modelo	model
modo_efectivo	modo_effective
mostrado	shown
mostrados	shown
motivo_para_no_lanzar	reason_not_to_launch
move_renombra_dentro_del_scope	move_renames_within_scope
mover_donde_no_cabe_se_rehusa_y_se_dice	moving_where_it_does_not_fit_is_refused_and_reported
mover_en_cola_por_comando	move_in_queue_by_command
mover_en_ficha	move_in_card
mover_en_tablero	move_on_board
mover_es_otro_verbo_y_lo_dice	move_is_a_different_verb_and_says_so
mover_foco	mover_focus
mover_hueco	mover_slot
mover_lo_que_no_se_mueve_no_cambia_nada	moving_what_does_not_move_changes_nothing
mover_no_puede_dejar_nada_fuera_de_la_vista	moving_cannot_leave_anything_outside_the_view
mover_pestana	mover_tab
mover_relista_el_origen_aunque_el_provider_lo_escriba_distinto	moving_relists_the_source_even_if_the_provider_spells_it_differently
mover_relista_tambien_el_origen	moving_also_relists_the_source
mover_un_hueco_lo_suelta_al_lado_o_como_pestana	moving_a_slot_drops_it_beside_or_as_a_tab
mover_una_pestana_no_da_la_vuelta	moving_a_tab_does_not_flip_it_over
mover_una_pestana_se_lleva_el_activo	moving_a_tab_takes_the_active_one_with_it
mover_y_girar_reparten_los_listados	move_and_rotate_redistribute_the_listings
movido	moved
moviendo	moving
movio	moved
muerto	dead
multipart_invisible_hasta_commit_y_abort_sin_rastro	multipart_invisible_until_commit_and_abort_leaves_no_trace
multipart_roundtrip_byte_exacto	multipart_roundtrip_byte_exact
mundo	world
muta	mutates
nada_serializado_lleva_una_ruta_cruda	nothing_serialized_carries_a_raw_path
nativa	native
nav_enter_sobre_un_fichero_deja_un_opener_armado	nav_enter_on_a_file_leaves_an_opener_armed
navegacion	navigation
navegar	navigate
navegar_hueco	navigate_slot
ni_uno_ni_tres	neither_one_nor_three
ningun_auth_llega_a_la_cadena_ambiente_por_descuido	no_auth_reaches_the_environment_chain_by_accident
ningun_byte_de_control_llega_a_una_celda	no_control_byte_reaches_a_cell
ningun_nombre_del_corpus_sale_del_directorio_de_layouts	no_corpus_name_escapes_the_layouts_directory
ningun_numero_del_puente_pasa_de_donde_f64_es_exacto	no_bridge_number_exceeds_where_f64_is_exact
ningun_preset_ata_un_acorde_que_el_terminal_no_entrega	no_preset_binds_a_chord_the_terminal_cannot_deliver
ningun_preset_deja_una_pantalla_sin_listado_usable	no_preset_leaves_a_screen_without_a_usable_listing
ningun_preset_nombra_un_kind_que_no_existe	no_preset_names_a_kind_that_does_not_exist
ningun_preset_repite_un_hueco	no_preset_repeats_a_slot
ningun_rgb	no_rgb
ningun_texto_hereda_el_frente_del_terminal_con_tema_de_fondo	no_text_inherits_the_terminals_foreground_with_a_background_theme
ninguna_frase_publicable_interpola_userinfo	no_publishable_phrase_interpolates_userinfo
ninguna_seccion_pasa_del_tope	no_section_exceeds_the_cap
ninguna_secuencia_tumba_la_rejilla	no_sequence_brings_down_the_grid
ninguna_superficie_enmascara_en_silencio	no_surface_masks_silently
nivel	level
nivel_de_registro	log_level
nivel_remoto	level_remote
no_aplicable_en_caliente	not_hot_reloadable
no_existe_una_tool_de_aplicar	there_is_no_apply_tool
no_hace_falta_avisar	no_need_to_warn
no_hace_falta_avisar_de_imagen	no_need_to_warn_about_image
no_hace_falta_avisar_de_miniatura	no_need_to_warn_about_thumbnail
no_hace_falta_avisar_de_miniatura_compara_el_path	no_thumbnail_notice_needed_compares_the_path
no_hace_falta_avisar_de_miniatura_cuando_no_es_imagen	no_thumbnail_notice_needed_when_it_is_not_an_image
no_hace_falta_avisar_de_miniatura_cuando_un_previewer_ya_sustituyo_la_vista	no_thumbnail_notice_needed_when_a_previewer_already_replaced_the_view
no_hace_falta_avisar_de_miniatura_cuando_ya_hay_una_colocada	no_thumbnail_notice_needed_when_one_is_already_placed
no_hace_nada	no_does_nothing
no_hay_nombres_duplicados	no_hay_names_duplicados
no_hay_perfiles	no_hay_profiles
no_leido_y_sin_hijos_no_son_lo_mismo	unread_and_childless_are_not_the_same
no_muta	no_mutates
no_se_cierra_el_ultimo_listado	the_last_listing_does_not_close
no_se_puede_cerrar_el_ultimo_panel	the_last_pane_cannot_be_closed
node_id_es_el_mismo_para_variantes_de_caja_plegadas	node_id_is_the_same_for_folded_case_variants
node_id_follow_sobre_cadena_es_notfound	node_id_follow_on_a_string_is_notfound
nodo	node
nodos	nodes
nombre	name
nombre_clase	name_class
nombre_con_nbsp_final_se_rechaza	a_name_with_trailing_nbsp_is_rejected
nombre_conexion	name_connection
nombre_crudo	name_raw
nombre_de	name_of
nombre_de_ancla	anchor_name
nombre_estado	name_state
nombre_hostil_bytes_crudos_round_trip	hostile_name_raw_bytes_round_trip
nombre_hostil_round_trip_byte_fiel_por_el_puente	hostile_name_round_trips_byte_faithful_through_the_bridge
nombre_no_utf8_se_rechaza_limpio	a_non_utf8_name_is_rejected_cleanly
nombre_task	name_task
nombre_usable	name_usable
nombre_visible	name_visible
nombres	names
nombres_de_tema	theme_names
nombres_ia	names_ia
nombres_s3_byte_exactos	names_s3_byte_exactos
norte_lang_gana_a_la_config_y_la_config_al_entorno	norte_lang_wins_over_config_and_config_over_the_environment
nota	note
nota_de_captura	capture_note
nota_de_descartes	discard_note
nota_de_fuente	source_note
nota_de_recorte	truncation_note
notas	notes
nueva	new
nueva_instancia	new_instance
nuevo	new
nuevo_pane	new_pane
nuevo_slot	new_slot
nuevos	new
object_fs_papelera	object_fs_trash
obsoleta	stale
oculto_hostil	oculto_hostile
ocultos	hidden
ocupados	busy
off_no_pinta_nada_y_deja_el_visor_como_estaba	off_paints_nothing_and_leaves_the_viewer_as_it_was
ofrecer_reintento	offer_retry
omitidas	skipped
omitidas_del_contenedor_se_ven_en_la_status_bar	container_omissions_show_in_the_status_bar
opciones	options
operando	operating
operandos_de_transferencia	transfer_operands
operandos_vivos	operandos_alive
operar	operate
ordenar_por	sort_by
ordenar_por_columna	sort_by_column
ordenes	commands
ordenes_rx	commands_rx
ordenes_tx	commands_tx
organizar	organize
organizar_en_vuelo	organize_in_flight
organizar_hash	organize_hash
organizar_rehusa	organize_refuses
origen	source
origen_a_peticion	origin_on_request
origen_dir	source_dir
origen_encoding	source_encoding
origen_hostil	source_hostile
otra	other
otras_pantallas	others_screens
otro	other
otro_ancho	other_width
padre_distinto	padre_different
pagina	page
pagina_de_ayuda	help_page
pagina_de_copiado	copy_page
paginado	paged
paginas	pages
paginas_pedidas	pages_pedidas
paleta	palette
paleta_recientes	palette_recent
pane_list_rows_cuenta_las_filas_que_de_verdad_se_pintan	pane_list_rows_counts_the_rows_actually_painted
panel_de_registro	log_panel
panel_de_tasks_y_modal_se_pintan	tasks_panel_and_modal_are_painted
paneles	panels
paneles_de_plugin	plugin_panes
paneles_pedidos	panels_pedidos
pantalla	screen
pantalla_alterna	screen_toggles
papel	paper
papelera	trash
para	for_
params_busqueda	params_search
parche_asistente	parche_wizard
parche_de_ayuda	help_patch
parche_filas	parche_rows
parche_filas_de	patch_rows_of
parches_de_filas_de_todos	patches_of_rows_from_all
parece_ruta	looks_path
parejas	pairs
parse_chord_rechaza_tokens_multi_codepoint_sin_partir	parse_chord_rejects_multi_codepoint_tokens_without_splitting
parse_dos	parse_two
parte	part
partes	parts
partir	split
partir_abre_otro_listado_y_le_da_el_foco	splitting_opens_another_listing_and_gives_it_focus
partir_da_tres_paneles_y_los_tres_cuadran	splitting_gives_three_panes_and_all_three_add_up
partir_en_el_mismo_eje_reparte_a_partes_iguales	splitting_on_the_same_axis_divides_evenly
partir_en_el_otro_eje_sigue_anidando	splitting_on_the_other_axis_keeps_nesting
partir_fichero	split_file
partir_lee_el_tamano_en_binario	splitting_reads_the_size_in_binary
partir_rehusa_un_tamano_que_no_vale	splitting_refuses_a_size_that_is_not_valid
partir_sin_sitio_se_niega_y_lo_dice	splitting_with_no_room_is_denied_and_says_so
partir_sin_sitio_se_rehusa_y_se_dice	splitting_with_no_room_is_refused_and_reported
partir_un_hueco_deja_a_los_dos_al_mismo_peso	splitting_a_slot_leaves_both_at_the_same_weight
partir_un_hueco_fijo_no_se_une_a_sus_hermanos	splitting_a_fixed_slot_does_not_merge_with_its_siblings
partir_una_pestana_corta_dentro_de_ella	splitting_a_tab_cuts_inside_it
pasar_al_keymap	pass_to_keymap
pasos	steps
pasos_proyectados	steps_proyectados
password_inline_en_url_rechazado_sin_eco	inline_password_in_url_rejected_without_echo
path_display_marca_paths_con_segmentos_hostiles	path_display_flags_paths_with_hostile_segments
pausar	pause
pausar_por_comando	pause_by_command
pax_len_en_transiciones_de_digitos	pax_len_in_digit_transitions
pedido	requested
pedir	request
pedir_al_indice	ask_the_index
pedir_al_indice_de_ir_a	request_goto_from_index
pedir_aprobacion	request_approval
pedir_arbol	request_tree
pedir_borrado	request_deleted
pedir_busqueda	request_search
pedir_capacidades	request_capabilities
pedir_catalogo	request_catalog
pedir_catalogo_de_extensiones	request_extensions_catalog
pedir_comparacion	request_comparison
pedir_consulta_semantica	request_query_semantic
pedir_destino_al_escritorio	request_destination_from_the_desktop
pedir_empaquetado	request_packed
pedir_estilo	request_style
pedir_favorito	request_favorite
pedir_favorito_de	request_favorite_of
pedir_ficha	request_detail
pedir_fichero_nuevo	request_file_new
pedir_filas_de_plugin	request_plugin_rows
pedir_guardar_perfil	request_save_profile
pedir_imagen	request_imagen
pedir_informe_de_lote	request_batch_report
pedir_informe_de_sumas	request_checksums_report
pedir_informe_de_sync	request_sync_report
pedir_instruccion_ia	request_instruction_ia
pedir_instruccion_ia_sobre	request_ai_instruction_about
pedir_listado	request_listing
pedir_marco	request_marco
pedir_miniatura	request_thumbnail
pedir_mkdir	request_mkdir
pedir_pagina_de_plugin	request_plugin_page
pedir_paneles	request_panels
pedir_partido	request_partido
pedir_patron	request_patron
pedir_perfiles	request_profiles
pedir_permisos	request_permissions
pedir_plan	request_plan
pedir_plan_de_organizar	request_organize_plan
pedir_plantilla_de_lote	request_batch_template
pedir_ramas	request_branches
pedir_registro_remoto	request_log_remote
pedir_relevo	request_handoff
pedir_rename	request_rename
pedir_salir	request_exit
pedir_secreto	request_secret
pedir_sincronizacion	request_sync
pedir_sincronizar_abre_el_plan	requesting_sync_opens_the_plan
pedir_sitios	request_places
pedir_transferencia	request_transfer
pedir_valor_de_ajuste	request_setting_value
pedir_visor	request_visor
pedir_visor_de	request_viewer_of
pedir_volumenes_de_pie	request_footer_volumes
pedira_el_secreto	will_ask_for_secret
pegar_llena_el_campo_de_contrasena	pasting_fills_the_password_field
pendiente	pending
perder_la_propiedad_se_dice_y_se_vuelve_a_preguntar	losing_ownership_is_reported_and_asked_again
perdidas	lost
perfil	profile
perfil_activo	profile_active
perfil_de_arranque	startup_profile
perfil_guardado	profile_saved
perfiles	profiles
perfiles_de_referencia	reference_profiles
permanente	permanent
permisos	permissions
persistir_ancho	persistir_width
persistir_tema	persistir_theme
pesa	weighs
peso	weight
peso_entre_hermanos	weight_between_hermanos
pestana	tab
pestana_nueva	tab_new
peticion	request
picker_cancel_no_toca_nada	picker_cancel_touches_nothing
picker_cicla_formato_y_persiste_spec	picker_cycles_format_and_persists_the_spec
picker_ordena_y_persiste	picker_sorts_and_persists
picker_toggle_persiste_la_lista	picker_toggle_persists_the_list
pide_la_raiz_y_luego_lo_que_se_abre	asks_for_the_root_and_then_what_gets_opened
pide_nivel	asks_level
pide_secreto	asks_secret
pie_de_columnas	column_footer
pie_en_vuelo	footer_in_flight
ping_responde_con_un_tool_suspendido_en_vuelo	ping_responds_with_a_tool_suspended_in_flight
pinta	paints
pintado	painted
pintar	paint
pintar_en	paint_at
pintar_informe	paint_report
pista	hint
placements_y_hidden_particionan_el_arbol	placements_and_hidden_partition_the_tree
places_no_toma_roles_y_es_unico	places_takes_no_roles_and_is_unique
plan_cerrado	plan_closed
plan_con_colision	plan_with_collision
plan_ia_confirma_como_confirmacion_no_como_aprobacion_de_agente	ai_plan_confirms_as_a_confirmation_not_as_an_agent_approval
plan_ia_de_referencia	reference_ai_plan
plan_ia_no_confirma_sin_un_lote_aplicable	ai_plan_does_not_confirm_without_an_applicable_batch
plan_organizar	plan_organize
plantilla	template
plazo	deadline
plegar_desde_la_app_esconde_las_filas	folding_from_the_app_hides_the_rows
plegar_desde_una_fila_pliega_su_propia_seccion	folding_from_a_row_folds_its_own_section
plegar_una_seccion_esconde_sus_filas_y_recoloca_el_cursor	folding_a_section_hides_its_rows_and_relocates_the_cursor
png_binario	png_binary
politica	policy
politica_de_colision	collision_policy
poller_degradado_detecta_mtime	poller_degradado_detects_mtime
pon	put
pon_kind	put_kind
poner	set
poner_ajuste	set_setting
poner_arbol	set_tree
poner_cursor	set_cursor
poner_en	put_in
poner_fuente	set_source
poner_indice	set_index
populares	popular
populares_desde_sesion_quita_repetidas_y_respeta_el_tope	popular_from_session_removes_duplicates_and_respects_the_cap
populares_expulsa_la_menos_visitada_y_en_empate_la_mas_vieja	popular_evicts_the_least_visited_and_on_a_tie_the_oldest
por_encima_de_los_paneles	above_the_panes
por_la_paleta	by_palette
por_teclado	by_keyboard
prefijo	prefix
prefijo_ambiguo_es_error_de_carga	ambiguous_prefix_is_a_load_error
pregunta	question
preguntando	asking
preguntar	ask
preguntar_deshacer_hasta	ask_undo_until
preguntar_por_aprobacion	ask_for_approval
preguntar_por_deshacer	ask_for_undo
preguntar_por_desinstalacion	ask_for_uninstall
preguntar_si_ya_es_mia	ask_si_ya_es_mia
preview_del_match_bajo_el_cursor_en_la_barra	preview_of_the_match_under_the_cursor_in_the_bar
preview_enfocado	preview_focused
primer_contacto_es_unknown	primer_contact_es_unknown
primer_listado	primer_listing
primer_verbo	primer_verb
primera	first
primera_fila	first_row
primera_pagina	first_page
primera_pintada	first_pintada
primera_visible	first_visible
primero	first
principio	start
procesos	processes
procesos_auto	processes_auto
procesos_automaticos	processes_automaticos
procesos_tienen_el_foco	processes_have_focus
processes_y_metadata_se_enfocan_pero_no_son_destino	processes_and_metadata_can_be_focused_but_are_not_a_destination
profile_start_huerfanos	profile_start_orphans
profile_start_no_inventa_un_hueco_que_el_layout_no_tiene	profile_start_does_not_invent_a_slot_the_layout_does_not_have
profile_start_no_revive_un_hueco_huerfano	profile_start_does_not_revive_an_orphan_slot
profile_start_siembra_un_hueco_sin_sesion	profile_start_seeds_a_slot_without_a_session
programa	program
programa_de_referencia	reference_program
programa_declarado	program_declared
programa_del_daemon	daemon_program
programa_terminado	program_finished
progreso	progress
progreso_create	progress_create
progreso_de_hueco	slot_progress
provider_destino	provider_dest
proyecto	project
prueba_del_daemon	daemon_test
publicador	publisher
puerta	gate
puerta_drenaje	gate_drenaje
puerta_ia	gate_ia
puerta_registro	gate_log
puesta_en	placed_in
puestas	placed
puesto	placed
pulsa	press
pulsa_indicador_de_sesion	clicks_session_indicator
pulsado	pressed
pulsar_barra_de_paneles	click_pane_bar
pulsar_boton_de_disposicion	click_layout_button
pulsar_el_borde_del_panel_no_dispara_su_zona	pressing_the_panes_border_does_not_trigger_its_zone
pulsar_el_indicador_de_sesion_pide_la_ayuda	pressing_the_session_indicator_opens_help
pulsar_elemento_de_estado	click_status_item
pulsar_la_marca_de_una_rama_la_pliega_y_la_despliega	pressing_a_branchs_mark_folds_and_unfolds_it
pulsar_un_titulo_abre_su_menu_y_fuera_cierra	pressing_a_title_opens_its_menu_and_outside_closes_it
pulsar_una_cabecera_pliega_su_seccion	pressing_a_header_folds_its_section
pulsar_una_fila_del_arbol_la_selecciona_y_repulsarla_la_activa	pressing_a_tree_row_selects_it_and_pressing_again_activates_it
pulsar_una_fila_del_sidebar_la_selecciona_y_repulsarla_la_activa	pressing_a_sidebar_row_selects_it_and_pressing_again_activates_it
pulsar_una_zona_del_panel_deja_su_comando_para_el_despacho	pressing_a_panel_zone_leaves_its_command_for_dispatch
pulso	pulse
que	that
que_cuenta_como_ruta_tecleada	what_counts_as_a_typed_path
que_esperaba	that_expected
que_se_comprueba	that_is_checked
queda	remains
queda_trabajo	remains_work
quedan	remain
quien	who
